wesentlich aufmerksamkeit;0;0;1;0
abstand häufigste ursache;0;0;1;0
audi a3;0;0;1;0
wertgutachten;0;0;3;1
thomas;0;1;26;0
knecht;0;0;3;0
schalen;1;1;1;0
thema einspritzanlage;0;0;1;0
prüfrohr;0;0;1;1
verdeckkasten;0;0;2;1
defekt;1;1;8;1
1,6er;0;0;4;1
-800;0;0;1;0
1,8bar;0;0;6;1
motorblock;0;0;2;1
kraftstoffversorgung;1;0;2;1
notrad;0;0;5;1
innenraumgesteuerte funktionen;0;0;1;0
metallpott;0;0;1;0
gezogen/;0;0;1;0
118.000 km;0;0;1;0
vollgas;0;0;1;0
gehäuseöffnung;0;0;1;1
1991er;0;0;1;0
buchhandel;0;0;1;0
ersatzteillos;0;0;1;0
regel;1;1;8;1
farbton;0;1;1;0
motor v6 abc;0;0;1;0
brücke;0;0;5;1
motorstillstand;1;0;1;1
kalt modus;0;0;1;0
regelventil;0;0;1;1
verteiler finger;0;0;1;1
de-scheinwerfer;0;0;1;0
anderes fahrwerk bzw federn;0;0;1;0
zweieinhalb umdrehungen;0;0;1;0
evtl anfängersichere anleitung;0;0;1;0
stelle;1;1;35;1
zweck;1;1;1;0
naja;0;1;6;0
langstreckentauglichkeit;0;0;1;0
6 euro;0;0;1;0
zweitbatterie;0;0;1;0
interessensgebiet;0;0;1;0
zahnriementausch;0;0;1;0
600 km autobahn;0;0;1;0
bezügen;0;0;1;0
handel;1;1;3;1
vergaserflansch;0;0;1;1
gummi-o-ring;0;0;1;0
nfl;0;0;1;0
zulassung;1;0;13;1
flanschen;1;0;2;0
längeren radstand;0;0;1;0
neuer dichtung;0;0;1;0
pampe;0;1;2;0
abs airbag;0;0;1;0
cards;0;0;2;0
kleinem innensechskantschlüssel;0;0;1;0
servolenkungen;0;0;1;0
zeitaufwand;1;1;2;1
methode;0;1;4;0
audi a6 c4;0;0;1;0
zwischenringe;0;0;1;1
drucksteller rumschrauben;0;0;1;0
schließsignal;0;0;1;0
polo;1;0;7;1
persönlichen situation;0;0;1;0
2.8,ja;0;0;1;0
ca. 1 cm loch;0;0;1;0
stossdämpfer schlechtwegeausführung;0;0;1;0
hiachse;0;0;1;0
abdichtung;1;1;1;1
abt motor;0;0;1;0
originalverpackung;0;0;2;0
langstrecken;0;0;1;0
werkzeugkasten;0;0;1;1
9.7 liter;0;0;1;0
fehlzündungen;0;0;1;1
billigvariante;0;0;1;0
einpressen;0;0;3;0
heißviskosität;0;0;3;1
mengenteilers;0;0;1;1
radlaufenden;0;0;1;0
6.gg;0;0;1;0
untscheidlichen begründungen;0;0;1;0
titanium;0;0;2;1
spezielle strukturfarbe;0;0;2;0
üblichen sachen;0;0;1;0
raum aachen-köln;0;0;1;0
tempfühlergewinde;0;0;1;1
pech;0;1;1;0
beschleunigungen;0;0;1;1
wiegesagt;0;0;1;0
oring;0;0;1;0
260c;0;0;1;0
5ter;0;0;1;0
phase;1;1;1;0
vollen öldruck;0;0;1;0
2x offene schalter;0;0;2;0
desweiteresn;0;0;1;0
95 grad;0;1;1;0
glück;0;1;23;0
aufwändigen austauschens;0;0;1;0
defektem thermostat;0;0;1;0
2,0er;0;0;3;1
kältemittel;1;0;1;1
limousinen;1;0;2;1
centartikel;0;0;1;0
c4´s;0;0;1;0
typ nr .;0;0;1;1
tandeckel rost;0;0;1;0
hunderten;0;0;1;0
axg;0;0;2;1
80 cabriolet 1.9 diesel;0;0;1;1
co-gehalt;0;0;2;1
faktor;0;1;1;0
googlen;0;1;1;0
horsti;0;0;1;0
kombieinstrument;0;0;2;1
genau info;0;0;1;0
metalliclackierung;0;0;1;0
reiter;0;0;1;0
auffahrrampen;0;0;4;1
polieren;0;1;1;0
starthilfespray;0;0;1;1
m10;0;0;2;1
bremse;1;1;7;1
80 b2;0;0;1;0
erstellen;0;0;2;0
rev typ em392b multimeter;0;0;1;0
sobald drehzahl;0;0;1;0
stefan;0;1;9;0
800 euro;0;1;1;0
elektrische antenne;0;0;1;1
darauffolgenden sonntag;0;0;1;0
stichwort;0;1;2;0
schön 90 grad;0;0;1;0
gleicher fahrweise;0;0;1;0
alpine;0;0;1;0
neues auto mehr.gründe;0;0;2;0
ölaustritt;1;0;1;0
einfach geöffneter haube reinschauen;0;0;1;0
1994er;0;0;1;0
ausflug;0;0;1;0
verschraubung;1;0;1;1
wd;0;1;1;0
hallo forum;0;0;2;0
naja ... 22 gebrauch;0;0;1;0
einzig sinnvolle;0;0;1;0
erfindung;0;0;3;0
audi cabrio;0;0;1;0
ölwechsel;0;0;18;1
io;0;0;2;0
speziellen gussmaterial;0;0;1;0
dne zahnriemen;0;0;1;0
trimschraube;0;0;1;0
kurzzeitig zweitem audi;0;0;1;0
verdeckkasten- schlössern;0;0;1;0
erbsen;0;1;1;0
ke jetronik;0;0;1;0
verschleißteilen;0;0;1;1
vorher co;0;0;1;0
frisches fett;0;0;1;0
ansonsten halt passenden stoff;0;0;1;0
80 avant dachspoiler;0;0;1;0
4 gummilagern;0;0;2;0
1ky;0;0;2;0
2.6 avant;0;0;1;0
augenmerk;0;0;1;0
https://audi.7zap.com/.../#12;0;0;1;0
totale aussetzter;0;0;1;0
sachlich seriöse auskunft;0;0;1;0
drittel;0;1;1;0
zusatsinstrumenten;0;0;1;0
relais brücken;0;0;3;1
lieferumfang;0;0;1;0
heile;0;0;1;0
10 minuten;1;1;2;0
vorderrades;1;0;1;1
tägliche fahren;0;0;1;0
irgendnen;0;0;1;0
kühung;0;0;1;0
rundgedreht;0;0;1;0
umgekehrter reihenfolge;0;0;4;1
durch,,,,zündkabel;0;0;2;0
ne runde;0;0;2;0
v.a.g;0;0;1;0
schaftdichtungen,,,alles;0;0;1;0
passenden anleitungen;0;0;1;0
langen dünnen schlitzschraubendreher;0;0;2;1
reparatur;1;1;12;1
#NAME?;#NAME?;#NAME?;#NAME?;0
sukkzessive;0;0;1;0
eien;0;1;2;0
fh;0;0;2;0
muße;0;0;1;0
kge vlt zugesifft;0;0;1;0
ke-iii;0;0;1;0
zulassungsschein;0;0;1;0
zusatzausstattung;0;0;1;0
naja frage;0;0;1;0
stehbolzen krümmer;0;0;1;0
karosseriedichtmasse;0;0;1;0
verstärker;1;0;4;1
rinnen;0;1;1;0
liebe community;0;0;3;0
gewinde is m10;0;0;1;0
radwechsel;1;0;1;0
schreiben;0;1;1;0
abgastechnik;0;0;1;0
wd40;0;1;4;1
belegung;1;0;2;1
richtige größe;0;0;1;0
version;1;1;9;1
gesülze;0;0;1;0
469tkm;0;0;1;0
ventiele;0;0;1;1
kerzengewinde;0;0;2;1
ölabscheider;0;0;1;1
chemischen zusammensetzung;0;0;1;0
1.000 eur;0;0;1;0
marcel;0;0;4;0
sollwert;1;0;4;1
nuss 10er schlüssel;0;0;2;1
usw;0;1;4;0
kängeru;0;0;1;0
braun/rot;0;0;1;0
13. Apr;0;1;1;0
dichtungen gruss schally;0;0;1;0
audi fahrer;0;0;1;0
1kr;0;0;1;0
boden;1;1;2;1
ahh;0;0;2;0
80 1.8s sport edition;0;0;1;0
aushaken;0;0;1;0
minuten;1;1;19;1
volvotom;0;0;1;0
metall;1;1;8;1
a-saeulenverkleidung;0;0;2;0
mangelnde leistung;0;0;1;0
begleiter;0;0;1;0
grösseren rädern;0;0;1;0
schätzeisen;0;0;1;0
frankfurt;0;0;1;0
forum;0;1;30;0
mucken;0;1;1;0
kühlmitteldruck;0;0;2;1
leer .... masseschluss;0;0;2;0
forenregeln;0;0;1;0
ng motor;0;0;1;0
diskutieren;0;0;1;0
österreichische auslieferung;0;0;1;0
überholungsteile;0;0;1;1
subwoofer ausgang;0;0;1;0
kurbel;0;0;4;1
nich;0;0;2;0
kühlerdicht;0;0;1;0
kfz elektriker;0;0;1;1
übrigen leitungen;0;0;5;1
besseres licht;0;0;2;0
hochheben;0;0;1;0
priorität;0;1;1;0
passend;0;1;3;0
bessere starrachse;0;0;2;0
gelben/orangen blinkern;0;0;1;0
e mail adresse;0;0;1;0
kurbelgehäuse -entlüftung;0;0;1;0
tausche 1 dämpfer querlenker idioten;0;0;1;0
1,8bar geber;0;0;1;0
vermutlich rs2-spoiler nachempfuden;0;0;2;0
voranziehen;0;0;5;0
tronic;0;0;2;0
inbus-schraube;0;0;2;1
vw tl;0;0;3;1
gelenk;1;0;10;1
mühen;0;1;11;0
abs ?;0;0;2;0
heckschürze;1;0;1;1
hella bevorzugt 8fh351311;0;0;2;0
industrie- hydraulikbedarf;0;0;1;0
audi 80 b4 avant;0;0;1;0
tankentrostung;0;0;1;0
us cabrio;0;0;1;0
explosion;0;0;1;0
zuschließen;0;0;3;0
möglich;0;0;1;0
normalen lüfterbetrieb;0;0;1;0
angescglossen;0;0;1;0
schranke;0;0;4;1
mfg langi;0;0;2;0
enay;0;0;1;0
tüv-prüfer;0;0;1;0
3te;0;0;1;0
kraft;1;1;4;0
bremsflüssigkeitsbehälter;0;0;2;1
5.gang;0;0;1;0
schrittmotors;0;0;1;0
woche;1;1;15;0
m12;0;0;1;0
125my;0;0;1;0
j154;0;0;1;0
stillstand;1;0;2;1
steffen;0;1;1;0
ölwarnanzeige;0;0;1;1
1000 anleitungen;0;0;3;0
plan und-oder daten;0;0;1;0
dachspoiler;1;0;2;1
wort;0;1;3;0
einspritzdüsen strahlbild;0;0;1;0
audi-v6;0;0;1;0
och;0;1;1;0
323x30 mm scheibe;0;0;1;0
hinschauen;0;0;1;0
vorrednern;0;0;1;0
o.g.;1;1;3;0
wärmetauscher;0;0;36;1
sauberkeit;0;1;1;0
vermutung;0;1;7;0
typenklassen;0;0;1;1
traktor;0;0;2;0
herumtelefoniert;0;0;1;0
temperatur-geber;0;0;1;0
umlaufrädchen;0;0;1;0
stanadgas;0;0;1;0
kontext;0;0;1;0
350000 km;0;0;1;0
schadenfreude;0;0;1;0
letzten sommer;0;1;1;0
weihnachten;0;1;2;0
bosch;0;1;12;0
offiziel;0;0;1;0
40 mm;0;0;2;0
leitungskanälen;0;0;1;0
früheren jahrzehnten;0;0;1;0
durchblasen;0;1;2;0
2 druckgebern rausschrauben;0;0;1;0
mittelkonsole;1;0;17;1
dauervollgas;0;0;1;1
kurvenäußeren rad;0;0;1;0
rohrdurchmesser;0;0;1;1
90 km;0;0;1;0
gleiches problem;0;0;1;0
unterhaltung;0;0;1;0
automatik getriebe öl;0;0;1;1
hautu;0;0;2;0
durchmesserzahl;0;0;1;1
höchstens ne drosslklappe;0;0;1;0
obere hälfte;0;0;2;0
malkontrollieren;0;0;1;0
unten rücklauf;0;0;1;0
ng;0;0;32;0
https://youtube.com/watch?v=cbqhzdz82qu&t=489s;0;0;1;0
pah ..;0;0;1;0
genau lenkrad;0;0;1;0
hinterhoffirmen;0;0;1;0
wegstrecken;0;0;1;0
realen ists;0;0;1;0
adr;0;0;9;0
kaufrisiko;0;0;1;0
hobbyschraubers;0;0;1;0
technische daten;0;0;1;0
hello;0;0;1;0
einzelschicksal;0;0;1;0
nachempfuden;0;0;2;0
dan;1;1;1;1
türverkleidung;0;0;6;1
grau/braune;0;0;1;0
ole 2.8e;0;0;1;0
einspritzdüse;1;0;1;1
obwohl selber audi 100 s4 besitze;0;0;1;0
eigenschaften;1;1;2;1
bekannt;0;1;1;0
ähnlich übersetztes getriebe;0;0;1;0
sogar ablaßschraube;0;0;1;0
stümperei;0;0;1;0
audi v8 4,2l;0;0;1;0
etc;0;1;8;0
Jun 94;0;0;1;0
kabelfarbe;0;0;3;1
bilndschraube drinne;0;0;1;0
drosseklappenpoti;0;0;1;0
w90;0;0;2;0
manuellen fh;0;0;2;0
https://7zap.com/de/catalog/cars/audi/brand/3/0;0;0;1;0
einzige möglichkeit;0;0;1;0
hirnlose herumphilosophieren;0;0;1;0
kofferdeckel;0;0;1;0
erläutern;0;0;1;0
rappel;0;0;1;0
rausschrauben;0;0;1;0
kühlmittel;1;0;14;1
deckel c-säule;0;0;1;0
stellplatz;0;1;1;0
natur;0;1;1;0
mineralisches öl;0;0;1;0
aufkleber;1;1;10;1
standard;0;1;6;1
sb waschanlagen;0;0;1;0
reparatursatz;1;0;1;1
email adr;0;0;3;0
treuen begleiter;0;0;1;0
schönes getriebeöl;0;0;2;0
6 ender;0;0;1;0
zerleg;0;0;1;0
kleinverbraucher;0;1;1;0
soein;0;0;1;0
suchfeld;0;1;1;0
o-ring-sortiment;0;0;1;0
monomotronik;0;0;3;1
jap;0;1;1;0
ausgleichsbehälter;1;0;4;1
mengenteilerkopf;0;0;2;1
schwelle abdeckung;0;0;1;0
rauch;1;0;2;1
falsche kabel;0;0;2;1
rohrverbindung;0;0;2;1
vag-händler;0;0;1;0
nemen;0;0;1;0
vag konzerns;0;0;1;0
helden;0;0;3;0
defekt,,,verteilerkappe;0;0;2;0
conti riemen;0;0;2;1
linken zylinderkopf;0;0;1;1
abgasuntersuchung;0;0;3;1
2.3 e b3 quattro limo typ;0;0;1;0
technische informationen;0;0;1;0
null ahnung;0;1;1;0
deutscher hersteller;0;0;1;1
super günstiges anfängerauto;0;0;1;0
nebem tickern patscht;0;0;1;0
zumindest mal luft;0;0;1;0
aufnahme;1;1;2;1
drehzahlsignalgeber;0;0;1;1
700 km;0;0;1;0
kopf;0;1;38;0
alter kabelbaum;0;0;1;0
latsprecher;0;0;1;0
https://audi100.selbst-doku.de/main/c4;0;0;1;0
umkehrter verkabelung;0;0;1;0
guten osram;0;0;1;0
gesetzl;0;0;1;0
gulli;0;0;1;0
verdrehsicher;0;0;1;0
hallo crtp;0;0;2;0
7 euro;0;0;2;0
sockel;0;1;2;0
rohr;1;1;14;1
brauchts;0;0;1;0
falschluft;0;0;20;1
remotesignal;0;0;1;0
fahrzeugtyp;0;0;2;1
öldrucksensor;0;0;1;1
typ 44 vfl;0;0;1;0
bauteilnummer;0;0;2;1
teilekatalog-->elekrik-->instrumente-zahnrad;0;0;1;0
mechatroniker;0;0;1;0
vergleich;0;1;14;0
moderneren a4 b5;0;0;1;0
kette;0;0;1;1
belüften;0;0;1;0
unsinnig;0;0;2;0
heidenarbeit umzurüsten;0;0;1;0
vorhanden;0;0;1;0
möglichkeiten;0;1;6;0
fox;0;0;13;1
2 monate;0;1;1;0
änderung;1;1;2;1
entsprechender abnahme-stückzahl;0;0;1;0
ansaug;0;0;1;0
ne frage;0;0;1;0
richtung wasserkasten;0;0;3;0
türschweller;0;0;1;1
300 €;0;0;1;0
geberteil;0;0;1;1
feststellung;1;0;1;1
nut;0;0;7;1
längerer internetsuche;0;0;1;0
winterpause;0;0;1;0
kacke;0;0;2;0
höher drehzahl;0;0;1;0
dah;0;0;1;0
emil;0;0;1;0
jürgen;0;0;3;0
80er;0;0;9;1
heulen;0;1;1;0
gas;1;0;45;1
Jan 16;1;0;3;0
kaltstartphase;0;0;2;1
lüfter;1;0;24;1
fühlers;0;0;1;0
fahrerfußraum;1;0;2;1
alltäglichen gebrauch;0;0;1;0
pluspol;1;0;4;1
halbautomatischem verdeck;0;0;1;1
fluid;0;0;1;1
zk;0;0;1;0
xenon pflicht;0;0;1;0
dremoschlüssel;0;0;1;0
wfs;0;0;3;0
owner;0;0;1;0
finanzamt/den zoll;0;0;1;0
pfingsten;0;0;1;0
draufpasst;0;0;1;0
audiflüsterer;0;0;1;0
kombiinstrument;1;0;5;1
bernds vorschlag;0;0;1;0
verbindungen;0;0;2;1
hintere lautsprecher;0;0;1;0
mal kontakte;0;0;1;0
weiterhin erfolg;0;0;1;0
schlauchschellen;0;0;1;1
mode;1;1;1;1
fußausströmer;0;0;4;1
originaltröte;0;0;1;0
motronic;0;0;1;0
kennzeichen;0;1;15;1
mehrlenkerachse;0;0;2;1
spurplatten;0;0;1;1
old;0;0;1;0
kann/wird;0;0;1;0
dichtungssatz;0;0;3;1
möglichen schaltern;0;0;1;0
hinteren dämpferkolben;0;0;1;0
bösen treffer;0;0;1;0
trag- führungsgelanke;0;0;1;0
klassische bzw. annähernd originale alus;0;0;1;0
3 sekunden;1;0;2;1
einfach dichtsatz;0;0;1;0
laufzeit;1;1;3;1
el.asp;0;0;1;0
einspritzer zentraleinspritzer;0;0;1;0
15 nm;0;0;3;1
fragesteller;0;1;1;0
gruß lars;0;0;1;0
aad erst/nur;0;0;1;0
wechsler;0;0;1;1
komplett ha- lager;0;0;1;0
gewinnbringende antworten;0;0;1;0
hp2;0;0;3;1
kenntnissen;0;0;1;0
2x2 adapter;0;0;1;0
servopumpen;0;0;1;1
3 tiefen löchern steckende schrauben;0;0;2;0
fürn;0;0;1;0
euro1;0;0;2;1
bytheway;0;0;1;0
sektkorken durchmesser;0;0;1;0
straße;1;1;5;1
folgende frage;0;0;1;0
80 km;0;0;1;0
2.3 doppelrohre;0;0;1;0
zündkerze handwarmen motor;0;0;1;0
sätze;0;1;5;0
sauerei;0;1;2;0
anständiges geld;0;0;1;0
gesamte fahrzeug;0;0;1;0
schmierung;1;0;2;1
stoßfänger;1;0;4;1
degenhard;0;0;1;0
fa;1;1;2;1
montage;1;1;4;1
konkrete idee;0;0;1;0
farben;0;1;11;0
geschmäcker;0;1;2;0
gegebenen infos;0;0;1;0
normale h1 birne;0;0;1;0
neueren modellen;0;0;2;0
passat 35i;0;0;1;0
rolf;0;0;7;0
deutlich 8,0 liter;0;0;1;0
gewissheit;0;1;1;0
mfg sami;0;0;1;0
umrüstkitt;0;0;1;0
bremsflüssigkeit;1;0;2;1
einstellung;1;1;5;1
a14222;0;0;1;0
bekannte themen;0;0;1;0
lukas;0;1;1;0
schweißer;0;0;3;0
1.800 €;0;0;1;1
passenden felgen;0;0;1;0
gleitstück;0;0;1;1
wurstfinger;0;0;2;0
dacon90;0;0;1;0
windschutzscheibe;1;0;4;1
california-import;0;0;4;1
2 ventil;0;0;1;0
anschlusseite;0;0;2;1
eizige;0;0;1;0
neuer ölwechsel;0;0;1;0
pd motor;0;0;1;0
dinge;0;1;6;0
halterungen;1;1;1;1
federn&dämpfer;0;0;1;0
geber o.;0;0;1;0
kurzem schub;0;0;1;0
backen;0;1;2;0
80 1.8s;0;0;2;0
irgendwelchen kabeln;0;0;1;0
dauerhaft auf'n;0;0;1;0
stg;0;0;1;0
komplette heckblende;0;0;1;0
grab;0;1;1;0
bj94;0;0;1;0
themen 2008 suche;0;0;1;0
zusammenbau;0;0;1;0
v8;1;0;9;1
proben;0;1;1;0
genannten farbton;0;0;1;0
möchstest;0;0;2;0
fluten;0;0;1;0
steckplatzt;0;0;1;0
nebelschlussleuchte;0;0;1;1
kraftstoffmenge;1;0;2;1
blau grün;0;0;3;0
abgezogenem unterdruckschlauch;0;0;1;0
roststelle;0;0;1;0
linken vorderrades;0;0;1;0
neuer stoßfänger;0;0;2;0
30%;0;1;2;0
unreparierten;0;0;1;0
schalter;1;1;46;1
4-stellige beträge;0;0;1;0
grüsslis;0;0;1;0
bastelein;0;0;1;0
heckspoiler audi 80 avant;0;0;1;0
9v;0;0;3;1
verarscht fühlst;0;0;1;0
auffüllen;0;0;1;0
eton;0;0;1;0
oberen drosselklappenhebel;0;0;1;0
dumm;0;0;1;0
bar;0;0;1;0
stehendem reserverad;0;0;1;0
orischinool;0;0;1;0
nachtropfende einspritzdüsen;0;0;1;0
ölmess;0;0;1;0
hjs tr2 regler;0;0;1;0
ansaugrohrvorw;0;0;1;0
rote cinch stecker;0;0;2;1
schwungs;0;0;1;0
werk;1;1;8;1
sachen gleichmal;0;0;1;0
fehlerbeschreibung;0;0;2;1
pr-code;0;0;6;1
50 eur;0;0;1;0
hallen;0;0;1;0
prüfung 13.4 . /;0;0;1;0
luftmengenmesser;0;0;4;1
türen/klappen;0;0;1;0
5tkm;0;0;1;0
pm mono-jetronic;0;0;2;0
rucken;0;0;1;0
... 21;0;0;1;0
sattlerei;0;0;1;0
folgenden modell;0;0;1;0
radio alpine cda;0;0;1;0
hallo hbz;0;0;1;0
satte;0;1;1;0
reserverad;1;0;6;1
gewindedurchmesser;0;0;1;1
arretierung;1;0;2;1
zigarre;0;0;3;0
warn;0;0;2;0
nee;0;1;2;0
tankanzeige;1;0;4;1
braun/gelb;0;0;1;0
ausstattungscode;0;0;3;1
querlenker;1;0;6;1
gechekct;0;0;1;0
5w-40 öl;0;0;1;0
passenden weissen blinkern;0;0;1;0
neo-fermit;0;0;1;0
weiterhin probieren;0;0;1;0
rep;0;0;3;1
anschlüssen;1;0;1;1
falsch;0;1;1;0
1.000 €;0;1;1;0
aschers;0;0;1;0
eimer;0;1;7;0
zylinderkopf;1;0;4;1
person;1;1;6;1
3 monaten;0;0;1;0
100/a6;0;0;1;0
nötigen lenkkräften;0;0;1;0
abrissschraube;0;0;3;1
anschliessen;0;0;1;0
paletti;0;0;1;0
integralsitze audi cabrio;0;0;1;0
federbeins;1;0;1;1
kandidat;0;0;1;0
leerlauf steiget;0;0;1;0
auser;0;0;1;0
pinwerkzeug;0;0;1;1
dreifachen gelben stecker;0;0;1;0
laue warme lüftchen;0;0;1;0
dickeres öl nehmen,,,hab letztes;0;0;1;0
absterben;1;1;1;0
weder motorkran;0;0;2;0
sagen;0;1;1;0
funtionierenden motor;0;0;2;1
ölfüllen;0;0;1;0
t89;0;0;2;1
ehemaligen trans;0;0;1;0
relaisabdeckung;0;0;1;1
bauchweh;0;0;1;0
originalen bosch-teilenummer;0;0;2;0
erkenntnis;0;0;1;0
b4 2.0e;0;0;1;0
schildkröte;0;0;1;0
vorschläge;0;1;5;0
starrachse;0;0;2;1
öhmm;0;0;1;0
ausgebaut;0;0;1;0
mist;0;1;6;0
pappen;0;1;1;0
86c;0;0;3;0
wegsein;0;0;1;0
moin;0;1;77;0
mal 50 €;0;0;1;0
1.8 t umbau;0;0;1;0
behr thomson;0;0;1;0
frühjahr;0;1;3;0
druckventil;0;0;1;1
kennbuchstabe;0;0;1;1
druckmessung;0;0;2;1
geeigneten schlauch;0;0;1;0
einfach mirgends;0;0;1;0
originalen federn;0;0;1;0
anselm;0;0;1;0
offenem behälter;0;0;1;0
6,3 mm;0;0;1;0
hügel;0;1;1;0
chrom- bzw zierleiste;0;0;1;0
drauf zündung;0;0;1;0
hinkendes alltagsauto;0;0;1;0
satz alufelgen;0;0;1;0
fußraum;1;0;5;1
handelsname;0;0;2;0
defekt,,,zündspule;0;0;2;0
o----------o;0;0;1;0
vernunft;0;0;2;0
einspritzdüsen;1;0;10;1
yt;0;1;1;0
konservierung;0;0;2;0
selben wfs-steuergerät;0;0;1;0
einbau;1;1;14;1
geniale erfindung;0;0;2;0
alarmanlage;0;1;15;0
handwerker;0;1;1;0
135 -bei;0;0;1;0
tacho beleuchtung;0;0;1;0
code;1;1;5;1
sinnlos;0;0;1;0
pkw;0;1;1;0
j257;0;0;2;0
rausdrücken;0;0;2;0
blöde frage;0;1;2;0
lüftungskasten;0;0;1;0
einspritzmenge;0;0;1;1
geschwindigkeit;1;1;6;1
geber/schalter;0;0;2;1
el fenster;0;0;1;0
1.8 jn;0;0;1;0
schwarze lack;0;0;1;0
schritt;1;1;8;1
stück kabelbaum;0;0;1;0
fahrzeugwert;0;0;1;0
dichtflansch;0;0;1;1
kurzschlussmessung;0;0;1;0
jumper zv;0;0;1;0
reparaturarm;0;0;1;1
austauschteile;0;0;2;1
maschine;0;1;4;1
vorsicht;0;1;3;0
tropfen öl;0;0;1;0
anpassungskanal;0;0;1;0
vw-bus;0;0;1;0
klaren ergebnis;0;0;1;0
r32;0;0;1;0
3 kohm;0;0;1;0
preisen;0;1;1;0
kombiinstruments;1;0;1;1
stück;0;1;18;0
231 020/025/001;0;0;1;0
entwerder;0;0;1;0
offroad-auto;0;0;2;0
bosch classic;0;0;3;0
eingriffe;1;0;1;1
ist-zustand;0;0;1;0
filters;0;1;1;0
140ps tdi;0;0;1;0
umgangssprache;0;0;1;0
selbstgemachtes weihnachtsgeschenk;0;0;1;0
größeren rissen;0;0;1;0
motortemperatur;0;0;1;1
pause;0;1;1;0
stärken;1;1;1;0
blöde;0;0;4;0
noppen;0;1;1;0
gottes teilweise ziemlich tiefe macken;0;0;1;0
entschrechenden luftdurchsatz;0;0;2;0
box;1;1;1;0
seilfett;0;0;3;1
schalli;0;0;1;0
satzbau;0;0;1;0
einkalkulieren;0;0;1;0
strukturfarbe;0;0;4;1
gummischlauch unterdruck;0;0;1;0
euro2;0;0;3;1
kfz steuer;0;0;1;1
original-katalysators;0;0;1;0
lenkradteil;0;0;1;1
motor-stirnseite;0;0;1;0
5 1/2 j14 et45 felgen;0;0;1;0
relais überbrückst;0;0;1;0
würtembergischen;0;0;1;0
sportfilter;0;0;1;0
aga;0;0;2;1
linken kotflügel;0;0;3;1
1.gg;0;0;1;0
hallo frank;0;0;2;0
100ps is;0;0;1;0
abreißschraube;0;0;1;1
stauscheibenpotis;0;0;1;0
nadel;0;0;1;0
rustoleum;0;0;1;0
super;0;1;4;0
2,0e;0;0;2;0
steuerteil;0;0;1;0
klassisches saugertuning;0;0;1;0
2,3er 2,6er;0;0;3;0
bordspannung;0;0;3;1
